TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
NGRD3;3,25;0,38;37,49;1,64;1,00;65,43;12,81;8,75;25,60;18,08;-7,53;-0,48;3,28;3,07;-2,01;2,83;4,37;2,67;3,83;0,61;0,39;0,31;;;8.577.011,19;1,98;0,09;0,51;775.652.572,50
NINJ3;5,86;;-8,00;1,01;0,92;89,93;-74,18;-64,86;-6,99;0,32;7,31;-1,06;5,19;1,02;-89,38;11,61;-12,63;-11,55;-14,44;0,91;0,09;0,18;;;1.683.033,25;5,80;-0,73;;294.316.232,18
NORD3;13,95;;-92,93;-0,66;5,26;90,91;96,21;-50,20;48,49;68,23;19,74;;46,65;-1,99;-5,75;0,03;-0,71;-5,66;-1,84;-8,03;9,03;0,11;;;17.059,87;-21,28;-0,15;0,23;92.369.729,70
NRTQ3;0,00;;0,00;0,00;0,00;30,52;19,50;12,96;0,00;-0,05;-0,05;-0,02;0,00;0,00;0,00;3,67;19,55;14,03;17,98;0,72;0,28;1,08;9,55;10,15;;15,00;2,93;0,00;0,00
NTCO3;27,53;;71,66;1,36;0,65;64,87;2,39;1,31;39,25;46,83;7,58;0,26;0,94;8,76;-0,91;1,34;1,90;0,90;0,74;0,47;0,52;0,69;36,13;0,63;402.369.718,81;20,19;0,38;-0,43;37.976.478.960,24
NUTR3;253,00;;7,60;1,58;0,40;15,63;6,81;3,65;4,07;5,35;1,28;0,50;0,28;1,17;-1,08;2,20;20,85;5,28;21,39;0,25;0,75;1,45;16,61;;25.300,00;159,65;33,28;-0,08;32.369.832,00
ODER4;187,62;0,24;14,79;5,97;2,89;32,79;26,03;22,56;12,81;13,60;0,79;0,37;3,34;9,32;-9,07;1,84;40,38;19,55;21,32;0,48;0,52;0,87;8,36;;37.500,00;31,43;12,69;0,12;2.117.686.827,72
ODPV3;12,99;3,63;18,32;6,11;3,63;59,12;28,73;20,70;13,20;12,56;-0,64;-0,30;3,79;-2.739,79;-5,23;1,00;33,36;19,83;31,12;0,59;0,40;0,96;7,15;11,26;19.886.148,67;2,13;0,71;2,32;6.901.519.348,08
OFSA3;26,70;1,59;13,35;2,26;1,28;50,64;16,76;12,62;10,05;11,03;0,98;0,22;1,68;3,25;-3,27;2,86;16,95;9,61;12,70;0,57;0,43;0,76;6,45;9,29;506.093,94;11,80;2,00;0,45;1.440.438.460,20
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;0,90;;-1,10;5,59;0,08;26,16;-101,51;-268,61;-2,92;-16,80;-13,83;26,49;2,96;0,26;-0,20;1,97;-506,67;-7,12;-17,09;0,01;0,99;0,03;-19,43;;88.668.513,22;0,16;-0,82;0,02;6.029.883.481,68
OIBR4;1,48;;-1,82;9,20;0,13;26,16;-101,51;-268,61;-4,80;-16,80;-13,83;26,49;4,88;0,43;-0,33;1,97;-506,67;-7,12;-17,09;0,01;0,99;0,03;-19,43;;1.670.806,08;0,16;-0,82;0,03;6.029.883.481,68
OMGE3;29,62;;-34,36;1,70;0,58;32,44;34,59;-10,67;10,60;19,88;9,27;1,49;3,67;11,65;-0,66;1,72;-4,95;-1,69;5,16;0,34;0,63;0,16;50,40;;46.035.126,33;17,42;-0,86;0,00;5.923.151.061,18
ONCO3;8,61;;-17,89;-80,89;1,37;30,28;-2,79;-10,88;-69,73;-89,60;-19,87;;1,95;29,47;-2,10;1,15;-452,25;-7,66;-7,05;-0,02;0,93;0,70;;;17.659.654,94;-0,11;-0,48;;4.265.029.995,03
OPCT3;3,02;;-10,54;0,67;0,30;13,90;0,89;-7,69;90,74;166,28;75,54;0,56;0,81;2,60;-0,42;1,69;-6,39;-2,85;0,16;0,45;0,55;0,37;;;3.630.190,08;4,48;-0,29;0,00;603.877.853,08
ORVR3;25,15;;-27,61;4,80;1,94;37,54;14,56;-16,99;32,21;36,86;4,65;0,69;4,69;12,21;-3,25;1,66;-17,39;-7,04;4,84;0,40;0,58;0,41;;;12.051.711,67;5,24;-0,91;0,13;1.796.966.745,50
OSXB3;9,35;;-0,07;-0,01;0,01;93,50;1.235,15;-1.891,70;0,11;18,01;17,90;;1,40;-0,05;-0,01;0,02;-7,67;-16,80;8,15;-2,19;3,19;0,01;-44,40;;152.324,67;-1.652,33;-126,74;0,00;29.434.155,30
PARD3;19,32;1,40;11,67;2,94;1,19;31,44;18,63;10,92;6,84;7,03;0,19;0,08;1,27;10,41;-1,93;1,43;25,19;10,24;23,82;0,41;0,59;0,94;14,12;21,06;8.191.549,06;6,57;1,66;0,17;2.530.506.455,40
PATI3;72,00;3,29;5,20;1,96;0,87;20,67;18,60;13,05;3,65;4,18;0,56;0,30;0,68;1,55;-6,59;2,81;37,71;16,66;20,20;0,44;0,56;1,28;17,73;97,35;27.025,40;36,71;13,84;0,03;1.709.801.850,00
PATI4;59,00;4,02;4,26;1,61;0,71;20,67;18,60;13,05;2,99;4,18;0,56;0,30;0,56;1,27;-5,40;2,81;37,71;16,66;20,20;0,44;0,56;1,28;17,73;97,35;14.300,00;36,71;13,84;0,03;1.709.801.850,00
PCAR3;23,70;9,19;3,95;0,48;0,13;37,39;4,45;6,23;5,54;10,14;4,60;0,40;0,25;-182,38;-0,19;1,00;12,18;3,32;3,86;0,27;0,67;0,53;6,62;43,54;118.053.589,25;49,21;6,00;0,03;6.383.276.258,70
PCAR4;72,11;;12,03;1,47;0,40;37,39;4,45;6,23;16,84;10,14;4,60;0,40;0,75;-554,91;-0,56;1,00;12,18;3,32;3,86;0,27;0,67;0,53;6,62;43,54;;49,21;6,00;0,08;6.383.276.258,70
PDGR3;1,68;;-0,23;-0,02;0,07;27,57;-60,21;-101,39;-0,39;-4,69;-4,30;;0,24;-0,04;-0,29;0,29;-7,38;-28,92;5,89;-3,92;4,96;0,29;-35,22;;9.463.684,64;-97,96;-7,23;0,00;94.304.207,76
PDTC3;4,99;;11,14;3,01;0,92;35,66;9,83;10,71;12,13;12,34;0,21;0,05;1,19;2,37;-4,66;1,93;27,02;8,22;11,36;0,30;0,70;0,77;173,12;;1.413.847,58;1,66;0,45;0,03;391.464.397,21
PEAB3;79,50;14,21;3,76;1,25;1,11;82,32;1.487,69;1.079,38;2,72;1,45;-1,20;-0,55;40,53;2,08;-2,48;40,28;33,18;29,69;29,30;0,89;0,11;0,03;-8,83;60,17;20.286,63;63,81;21,17;-0,09;993.262.238,01
PEAB4;75,09;16,55;3,55;1,18;1,05;82,32;1.487,69;1.079,38;2,57;1,45;-1,20;-0,55;38,29;1,96;-2,34;40,28;33,18;29,69;29,30;0,89;0,11;0,03;-8,83;60,17;28.109,45;63,81;21,17;-0,08;993.262.238,01
PETR3;30,50;7,88;2,95;1,08;0,41;51,07;56,06;34,33;1,80;2,97;1,19;0,71;1,01;14,38;-0,49;1,20;36,59;13,86;24,95;0,38;0,61;0,40;-3,29;;569.451.456,94;28,29;10,35;-0,01;392.927.358.711,56
PETR4;29,62;8,11;2,86;1,05;0,40;51,07;56,06;34,33;1,75;2,97;1,19;0,71;0,98;13,96;-0,48;1,20;36,59;13,86;24,95;0,38;0,61;0,40;-3,29;;2.340.416.683,28;28,29;10,35;-0,01;392.927.358.711,56
PETZ3;19,17;0,27;115,66;14,25;4,11;47,65;7,75;3,70;55,26;56,15;0,89;0,23;4,28;116,73;-6,26;1,11;12,32;3,56;15,71;0,29;0,71;0,96;;;139.857.384,89;1,35;0,17;2,23;8.340.060.211,38
PFRM3;4,87;5,56;6,36;0,54;0,16;14,12;2,22;1,53;4,39;7,63;3,25;0,40;0,10;0,66;-0,43;1,60;8,54;2,47;5,16;0,29;0,61;1,61;9,61;;1.512.266,53;8,97;0,77;0,06;602.968.204,51
PGMN3;8,95;;21,95;1,91;0,66;32,08;5,34;2,44;10,03;11,17;1,14;0,22;0,54;3,82;-1,38;1,51;8,71;3,03;13,36;0,35;0,65;1,24;8,17;42,37;12.201.047,53;4,68;0,41;0,38;3.971.840.504,90
PINE3;0,00;;0,00;0,00;0,00;15,06;-10,08;-5,77;0,00;-1,52;;;0,00;0,00;0,00;0,59;-6,33;-0,33;;0,05;0,95;0,06;4,73;;;5,21;-0,33;0,00;129.918.060,38
PINE4;1,79;;-5,43;0,34;0,02;15,06;-10,08;-5,77;-3,11;-1,52;;;0,31;-0,11;-0,02;0,59;-6,33;-0,33;;0,05;0,95;0,06;4,73;;481.528,86;5,21;-0,33;-0,10;129.918.060,38
PLAS3;10,72;;-1,17;-0,47;0,22;6,33;-8,21;-19,48;-2,77;-6,49;-3,72;;0,23;-0,59;-0,32;0,44;-39,85;-19,14;51,74;-0,48;1,48;0,98;-5,14;;5.522,86;-23,05;-9,18;0,00;133.200.480,96
PLPL3;3,46;5,66;6,56;2,15;0,60;30,86;13,84;12,64;5,99;6,83;0,84;0,30;0,83;0,77;-7,59;6,40;32,86;9,13;15,21;0,28;0,72;0,72;;;4.055.791,58;1,61;0,53;-0,21;706.725.760,00
PMAM3;9,68;;-0,91;-0,54;0,13;0,51;-5,00;-9,00;-1,64;-13,56;-11,92;;0,08;-0,16;-0,21;0,34;-58,95;-13,80;-11,56;-0,23;1,23;1,53;-4,39;;5.341.406,11;-18,06;-10,65;0,01;420.149.258,32
PNVL3;13,61;1,12;25,94;1,99;0,91;30,35;3,26;2,52;20,03;24,77;4,74;0,47;0,65;3,26;-2,18;1,91;7,67;3,50;5,83;0,46;0,54;1,39;7,26;11,75;15.068.589,75;6,85;0,52;0,64;2.046.637.516,41
PNVL4;18,62;0,88;35,48;2,72;1,24;30,35;3,26;2,52;27,40;24,77;4,74;0,47;0,89;4,46;-2,98;1,91;7,67;3,50;5,83;0,46;0,54;1,39;7,26;11,75;83.188,67;6,85;0,52;0,87;2.046.637.516,41
POMO3;2,43;3,70;5,27;0,81;0,36;11,92;8,90;12,65;7,50;11,93;3,81;0,41;0,67;1,35;-0,73;2,05;15,36;6,74;4,65;0,44;0,55;0,53;5,56;38,09;770.883,17;3,00;0,46;0,00;2.494.635.187,42
POMO4;2,75;3,27;5,96;0,92;0,40;11,92;8,90;12,65;8,48;11,93;3,81;0,41;0,75;1,53;-0,83;2,05;15,36;6,74;4,65;0,44;0,55;0,53;5,56;38,09;11.627.412,22;3,00;0,46;0,01;2.494.635.187,42
PORT3;60,00;4,91;18,21;2,07;0,82;51,09;25,13;11,72;8,49;13,08;4,59;1,12;2,13;36,61;-0,96;1,19;11,37;4,52;7,80;0,40;0,60;0,39;1,54;17,96;1.771.890,47;28,98;3,30;0,12;4.371.597.600,00
POSI3;9,70;3,51;4,48;1,16;0,41;23,22;14,67;9,77;2,98;3,73;0,75;0,29;0,44;1,32;-2,23;1,63;25,86;9,25;20,26;0,36;0,64;0,95;3,53;;39.552.816,67;8,37;2,17;0,01;1.375.460.000,00
POWE3;13,15;0,40;28,85;1,19;0,46;6,82;3,52;2,59;21,18;14,22;-6,96;-0,39;0,75;7,93;-0,90;1,13;4,13;1,58;3,81;0,38;0,62;0,61;;;4.627.085,64;11,02;0,46;-2,13;1.178.961.356,40
PPAR3;14,60;;-33,76;0,02;0,02;;;;-8,12;9,28;17,40;-0,05;;0,44;-0,02;2.440,00;-0,07;-0,05;-0,27;0,71;0,29;0,00;;;;663,42;-0,43;0,49;1.080.400,00
PPLA11;6,40;;-857,80;;8,26;;;;-857,80;-857,80;;;;;-8,26;;;-0,96;;0,00;1,00;0,00;;;11.355,46;0,00;-0,01;8,63;18.013.862,40
PRIO3;22,08;;18,11;3,41;1,69;51,57;50,90;30,62;10,89;10,61;-0,28;-0,09;5,54;4,58;-3,24;4,46;18,83;9,36;15,85;0,50;0,50;0,31;49,72;57,52;617.282.332,75;6,47;1,22;0,12;19.393.545.057,60
PRNR3;6,80;;10,67;1,14;0,74;17,45;4,97;6,49;13,93;12,73;-1,19;-0,10;0,69;2,70;-1,69;1,94;10,72;6,91;2,75;0,64;0,36;1,06;;;1.111.412,92;5,95;0,64;-0,05;264.157.063,60
PSSA3;23,54;11,10;10,73;1,68;0,39;100,00;6,62;6,93;11,24;4,99;-6,25;-0,93;0,74;7,25;-1,10;1,09;15,64;3,61;8,69;0,23;0,77;0,52;3,79;7,21;66.232.150,00;14,03;2,19;-0,77;15.220.635.852,40
PTBL3;8,87;12,72;6,67;3,50;0,59;41,64;15,25;10,89;4,76;6,55;1,78;1,31;0,73;4,78;-1,11;1,36;52,51;8,82;22,08;0,17;0,83;0,81;4,66;30,08;12.718.603,44;2,53;1,33;0,07;1.308.588.465,61
PTCA11;0,00;;0,00;0,00;0,00;45,35;17,45;11,61;0,00;0,92;0,92;0,40;0,00;0,00;0,00;1,70;29,28;11,33;19,04;0,39;0,61;0,98;62,04;115,57;;17,36;5,08;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;45,35;17,45;11,61;0,00;0,92;0,92;0,40;0,00;0,00;0,00;1,70;29,28;11,33;19,04;0,39;0,61;0,98;62,04;115,57;;17,36;5,08;0,00;0,00
PTNT3;22,38;0,91;21,67;3,14;1,49;17,42;11,04;6,43;12,62;8,17;1,27;0,32;1,39;7,29;-3,16;1,63;14,49;6,87;12,94;0,47;0,53;1,07;8,13;37,74;459.211,67;7,13;1,03;0,02;587.470.141,72
PTNT4;7,15;2,83;6,92;1,00;0,48;17,42;11,04;6,43;4,03;8,17;1,27;0,32;0,45;2,33;-1,01;1,63;14,49;6,87;12,94;0,47;0,53;1,07;8,13;37,74;151.134,17;7,13;1,03;0,01;587.470.141,72
QUAL3;17,18;12,75;12,82;2,92;1,02;79,64;28,11;18,21;8,30;10,04;1,74;0,61;2,33;-6,08;-1,63;0,69;22,78;8,00;11,21;0,35;0,65;0,44;3,21;10,88;35.895.600,28;5,89;1,34;-3,98;4.879.366.103,50
QUSW3;0,00;;0,00;0,00;0,00;29,85;15,94;8,42;0,00;0,32;0,32;0,12;0,00;0,00;0,00;1,15;20,48;9,95;17,48;0,49;0,51;1,18;15,13;9,77;;67,28;13,78;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;0,34;0,34;-0,94;;0,00;;;-268,09;-268,09;-272,34;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;23,50;0,81;52,23;8,17;2,69;29,68;5,80;3,20;28,82;29,80;0,98;0,28;1,67;18,71;-5,41;1,40;15,64;5,16;17,10;0,33;0,67;1,61;17,66;16,92;175.817.224,75;2,88;0,45;0,64;38.820.355.000,00
RAIL3;17,91;;61,91;2,18;0,72;31,10;25,32;7,07;17,28;23,26;5,98;0,75;4,38;4,63;-0,94;2,94;3,53;1,16;5,00;0,33;0,67;0,16;10,92;;218.209.609,86;8,20;0,29;7,67;33.207.983.946,81
RAIZ4;6,08;0,27;37,70;3,37;0,60;5,30;2,62;1,39;19,96;29,70;9,74;1,65;0,52;10,18;-1,21;1,13;8,94;1,58;4,52;0,18;0,82;1,14;;;78.372.623,22;1,80;0,16;;62.943.257.662,72
RANI3;7,18;4,93;7,20;1,93;0,88;37,45;24,80;17,26;5,01;5,75;0,74;0,29;1,24;3,81;-1,45;2,45;26,82;12,22;18,60;0,46;0,54;0,71;6,30;248,89;13.788.518,97;3,72;1,00;0,02;1.843.251.287,30
RANI4;5,50;;5,52;1,48;0,67;37,45;24,80;17,26;3,84;5,75;0,74;0,29;0,95;2,92;-1,11;2,45;26,82;12,22;18,60;0,46;0,54;0,71;6,30;248,89;644.391,25;3,72;1,00;0,02;1.843.251.287,30
RAPT3;13,20;4,92;4,41;1,80;0,44;26,02;18,42;12,53;3,00;4,12;1,41;0,85;0,55;1,63;-1,14;1,79;40,90;10,01;15,69;0,24;0,68;0,80;11,59;;178.134,69;7,32;2,99;0,01;4.128.646.143,00
RAPT4;11,30;5,74;3,77;1,54;0,38;26,02;18,42;12,53;2,57;4,12;1,41;0,85;0,47;1,40;-0,98;1,79;40,90;10,01;15,69;0,24;0,68;0,80;11,59;;26.768.997,69;7,32;2,99;0,01;4.128.646.143,00
RCSL3;3,86;;-452,36;-6,70;4,52;14,71;1,71;-1,19;314,71;176,22;-2,43;;5,38;66,52;-9,65;1,15;-1,48;-1,00;-2,12;-0,67;1,68;0,84;117,05;;16.121.819,64;-0,58;-0,01;6,36;166.138.019,40
RCSL4;1,35;;-158,21;-2,34;1,58;14,71;1,71;-1,19;110,07;176,22;-2,43;;1,88;23,26;-3,37;1,15;-1,48;-1,00;-2,12;-0,67;1,68;0,84;117,05;;2.458.411,69;-0,58;-0,01;2,22;166.138.019,40
RDNI3;10,00;0,10;22,71;0,70;0,24;25,49;2,25;5,06;51,17;107,49;56,32;0,77;1,15;0,99;-0,46;2,08;3,09;1,06;-0,22;0,34;0,65;0,21;-10,68;23,35;270.899,92;14,26;0,44;-0,06;437.698.080,00
RDOR3;52,00;2,63;72,22;7,32;2,05;24,55;18,29;7,46;29,44;33,31;3,87;0,96;5,38;6,14;-3,61;4,36;10,13;2,84;7,38;0,28;0,71;0,38;;;146.175.339,53;7,11;0,72;0,03;104.539.092.060,00
RECV3;14,93;;33,43;2,01;1,12;35,42;26,96;11,61;14,40;12,97;-1,43;-0,20;3,88;5,19;-1,92;2,08;6,00;3,35;8,23;0,56;0,44;0,29;;;15.839.424,14;7,44;0,45;;3.709.037.982,76
REDE3;6,39;15,30;9,05;3,64;0,56;25,20;20,31;10,18;4,54;7,11;2,57;2,06;0,92;7,40;-0,79;1,35;40,20;6,19;16,53;0,15;0,78;0,61;6,59;29,50;10.417,52;1,76;0,71;0,08;13.484.966.359,86
RENT3;54,11;0,74;20,49;5,50;1,87;40,72;27,79;17,98;13,26;15,60;2,34;0,97;3,68;26,26;-2,50;1,40;26,84;9,13;12,26;0,34;0,66;0,51;21,28;37,85;356.071.203,39;9,84;2,64;0,16;41.040.631.513,70
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;105.214.775,75;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;6,95;;2,19;-0,31;0,10;4,73;-6,80;135,64;-43,67;-316,57;-272,90;;2,97;0,71;-0,17;1,43;-13,99;4,36;-0,71;-0,31;1,31;0,03;-29,67;-0,40;83.912,11;-22,70;3,17;-0,02;253.628.777,87
RNEW3;2,48;;2,34;-0,33;0,10;4,73;-6,80;135,64;-46,75;-316,57;-272,90;;3,18;0,76;-0,18;1,43;-13,99;4,36;-0,71;-0,31;1,31;0,03;-29,67;-0,40;154.276,28;-7,57;1,06;-0,02;253.628.777,87
RNEW4;2,25;;2,13;-0,30;0,09;4,73;-6,80;135,64;-42,41;-316,57;-272,90;;2,88;0,69;-0,17;1,43;-13,99;4,36;-0,71;-0,31;1,31;0,03;-29,67;-0,40;463.487,39;-7,57;1,06;-0,02;253.628.777,87
ROMI3;17,24;9,45;5,37;1,38;0,67;32,36;15,26;18,09;6,37;8,47;2,11;0,45;0,97;2,24;-1,66;1,98;25,62;12,39;13,67;0,48;0,52;0,68;9,91;106,61;9.830.852,94;12,53;3,21;0,04;1.264.276.815,28
RPAD3;6,60;;29,17;0,54;0,54;;;;29,49;26,36;-0,66;-0,01;;56,67;-0,54;3,82;1,84;1,83;1,82;1,00;0,00;0,00;-12,49;-17,95;20.052,96;12,29;0,23;-0,55;512.111.504,63
RPAD5;8,90;6,15;39,33;0,72;0,72;;;;39,77;26,36;-0,66;-0,01;;76,42;-0,73;3,82;1,84;1,83;1,82;1,00;0,00;0,00;-12,49;-17,95;12.729,29;12,29;0,23;-0,74;512.111.504,63
RPAD6;5,39;;23,82;0,44;0,44;;;;24,08;26,36;-0,66;-0,01;;46,28;-0,44;3,82;1,84;1,83;1,82;1,00;0,00;0,00;-12,49;-17,95;14.892,67;12,29;0,23;-0,45;512.111.504,63
RPMG3;3,07;;-0,84;-0,06;0,05;1,43;-11,74;-13,98;-1,01;-1,01;0,00;;0,12;-0,07;-0,78;0,56;-7,40;-6,08;6,21;-0,82;1,82;0,44;16,06;;223.655,17;-49,09;-3,63;0,03;207.813.301,03
RRRP3;29,71;;-29,82;3,30;1,65;55,99;30,41;-30,84;30,24;27,29;-2,96;-0,32;9,20;6,92;-2,67;2,64;-11,08;-5,52;5,68;0,50;0,48;0,18;;;109.531.754,72;9,00;-1,00;-0,09;6.019.040.347,38
RSID3;8,50;;0,87;-0,26;0,10;66,29;-336,75;163,45;-0,42;-2,08;-1,65;;1,42;-0,12;-0,16;0,29;-29,76;11,61;-17.486,04;-0,39;1,41;0,07;-42,64;;1.124.535,92;-32,77;9,75;0,00;145.803.364,50
RSUL3;0,00;;0,00;0,00;0,00;37,19;27,07;16,64;0,00;2,38;0,00;0,00;0,00;0,00;0,00;1,51;72,96;17,55;90,61;0,24;0,76;1,05;11,33;;;11,55;8,43;0,00;189.600.000,00
RSUL4;79,00;;9,37;6,84;1,64;37,19;27,07;16,64;5,76;2,38;0,00;0,00;1,56;10,74;-2,99;1,51;72,96;17,55;90,61;0,24;0,76;1,05;11,33;;271.041,26;11,55;8,43;0,09;189.600.000,00
SANB11;35,39;8,01;8,17;1,26;0,14;19,32;27,28;15,42;4,62;4,62;;;1,26;;-0,14;;15,39;1,72;;0,11;0,89;0,11;-2,12;10,66;102.273.974,81;28,15;4,33;1,15;132.686.506.947,45
SANB3;16,50;8,18;7,62;1,17;0,13;19,32;27,28;15,42;4,31;4,62;;;1,17;;-0,13;;15,39;1,72;;0,11;0,89;0,11;-2,12;10,66;536.548,42;14,08;2,17;1,07;132.686.506.947,45
SANB4;18,73;7,93;8,65;1,33;0,15;19,32;27,28;15,42;4,89;4,62;;;1,33;;-0,15;;15,39;1,72;;0,11;0,89;0,11;-2,12;10,66;920.569,67;14,08;2,17;1,22;132.686.506.947,45
SAPR11;19,04;5,22;5,06;0,76;0,40;60,97;36,72;22,48;3,10;4,71;1,61;0,39;1,14;7,70;-0,47;1,55;15,00;7,94;12,10;0,53;0,47;0,35;10,07;21,00;26.922.959,83;25,07;3,76;1,21;5.754.670.616,35
SAPR3;3,76;4,90;5,00;0,75;0,40;60,97;36,72;22,48;3,06;4,71;1,61;0,39;1,12;7,60;-0,47;1,55;15,00;7,94;12,10;0,53;0,47;0,35;10,07;21,00;2.473.594,14;5,01;0,75;1,19;5.754.670.616,35
SAPR4;3,86;5,25;5,13;0,77;0,41;60,97;36,72;22,48;3,14;4,71;1,61;0,39;1,15;7,80;-0,48;1,55;15,00;7,94;12,10;0,53;0,47;0,35;10,07;21,00;19.783.953,53;5,01;0,75;1,23;5.754.670.616,35
SBFG3;27,18;;29,49;3,02;0,93;44,56;6,43;4,96;22,74;28,88;6,14;0,81;1,46;3,98;-2,06;1,74;10,23;3,15;3,63;0,31;0,69;0,63;;;32.798.525,97;9,01;0,92;0,06;6.604.686.237,96
SBSP3;34,95;1,14;9,30;0,97;0,45;35,62;23,52;13,31;5,26;8,29;3,03;0,56;1,24;25,87;-0,52;1,15;10,49;4,84;7,96;0,46;0,54;0,36;8,73;36,81;78.067.099,81;35,85;3,76;0,08;23.888.669.921,55
SCAR3;33,50;1,09;40,45;1,23;0,62;80,43;56,75;18,06;12,87;20,39;7,52;0,72;7,30;6,36;-0,74;2,57;3,05;1,54;4,21;0,51;0,49;0,09;-6,59;-21,76;331.375,03;27,18;0,83;-0,92;1.934.200.186,50
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;10,97;3,01;8,28;0,97;0,44;53,66;22,86;12,67;4,59;4,85;0,26;0,05;1,05;5,58;-0,59;1,46;11,68;5,37;14,47;0,46;0,54;0,42;4,15;1,15;11.673.449,19;11,34;1,32;0,03;1.412.075.513,20
SEQL3;10,90;;833,68;2,52;0,79;18,28;3,32;0,13;32,42;42,42;10,00;0,78;1,08;14,37;-1,15;1,21;0,30;0,09;2,26;0,31;0,69;0,73;;;24.385.604,86;4,32;0,01;-6,01;1.519.799.088,10
SGPS3;5,82;;-2,46;0,28;0,09;35,09;9,99;-6,58;1,62;5,64;4,02;0,71;0,16;0,73;-0,17;1,36;-11,57;-3,64;8,55;0,31;0,69;0,55;-7,50;;618.048,56;20,46;-2,37;0,04;291.000.000,00
SHOW3;3,58;;-2,40;1,57;0,49;-72,28;-720,30;-840,52;-2,80;-2,04;0,76;-0,42;20,18;2,54;-1,23;1,46;-65,32;-20,22;-34,37;0,31;0,69;0,02;-40,82;;2.773.998,69;2,28;-1,49;-0,03;241.337.211,82
SHUL3;111,92;0,17;100,02;23,65;9,41;20,73;13,95;12,50;89,67;43,94;1,64;0,43;12,51;21,62;-28,89;2,82;23,64;9,41;10,66;0,40;0,60;0,75;10,16;32,97;62.944,50;4,73;1,12;0,68;9.435.053.843,04
SHUL4;8,70;2,45;7,77;1,84;0,73;20,73;13,95;12,50;6,97;43,94;1,64;0,43;0,97;1,68;-2,25;2,82;23,64;9,41;10,66;0,40;0,60;0,75;10,16;32,97;2.629.490,06;4,73;1,12;0,05;9.435.053.843,04
SIMH3;11,35;0,75;13,40;2,71;0,22;29,40;21,20;5,57;3,52;8,30;4,78;3,68;0,75;0,58;-0,46;4,09;20,24;1,68;6,02;0,08;0,86;0,30;10,36;71,29;33.613.129,39;4,18;0,85;0,09;9.240.164.639,70
SLCE3;42,57;2,50;7,71;2,29;0,64;36,32;31,13;19,01;4,71;5,99;1,28;0,62;1,47;6,82;-1,08;1,30;29,65;8,31;19,42;0,28;0,70;0,44;17,07;54,13;60.276.985,14;18,62;5,52;0,04;8.220.754.596,78
SLED3;0,67;;-0,20;-0,08;0,15;39,69;-214,76;-197,14;-0,19;-1,37;-1,24;;0,40;-0,54;-0,23;0,54;-37,60;-74,01;85,86;-1,97;2,97;0,38;-32,61;;125.740,89;-8,74;-3,28;0,00;30.116.907,23
SLED4;0,36;;-0,11;-0,04;0,08;39,69;-214,76;-197,14;-0,10;-1,37;-1,24;;0,22;-0,29;-0,12;0,54;-37,60;-74,01;85,86;-1,97;2,97;0,38;-32,61;;434.697,64;-8,74;-3,28;0,00;30.116.907,23
SMFT3;21,28;;-19,90;2,76;1,15;2,94;-25,67;-40,54;-31,43;-31,31;0,12;-0,01;8,07;5,25;-1,76;2,68;-13,85;-5,75;-5,85;0,42;0,58;0,14;18,59;;26.663.872,47;7,72;-1,07;1,18;12.475.235.909,92
SMLS3;22,40;19,92;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;25.865.505,33;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;37,06;6,29;12,64;3,29;1,06;39,91;32,00;20,47;8,09;10,93;2,84;1,16;2,59;9,62;-1,42;1,74;26,04;8,36;13,42;0,32;0,68;0,41;12,98;38,06;55.369.666,86;11,26;2,93;1,12;13.119.659.852,74
